res_group_mapping,MJ_min,MJ_max,zeta1,zeta2,IDP_weight,OP_weight,MDP_weight,train_IDP_rRMSE,train_IDP_delta,test_IDP_rRMSE,test_IDP_delta,train_OP_rRMSE,train_OP_delta,train_MDP_rRMSE,train_MDP_delta
default,0.0,0.8,10.0,5.0,0.0,0.0,0.0,0.1729911480236517,0.24925047172918716,0.27543168212463975,0.5775043152920195,0.42656958624432784,0.39732026379001384,0.1739818181851349,0.2973667710703157
default,0.0,0.8,1.0,1.0,0.5,0.0,0.5,0.07402332720204297,0.044292747874284534,0.1181475058910689,0.03191704664022897,0.30886270241361985,0.2713291634441027,0.18984322466697898,-0.5185117124918821
default,0.0,0.8,0.001,0.0005,0.5,1.0,1.0,0.09135565524939654,0.06736343345118129,0.11663782469928875,0.06267189260025968,0.1712452100464409,0.12239294508772999,0.1918287869965791,-0.5202735722359917
default,0.0,0.8,5.0,5.0,0.0,0.5,1.0,0.14048949020281445,0.1973917526502745,0.1654012985019065,0.29280402590686033,0.2617968064722474,0.20354517634549574,0.20275086942249448,-0.5201743573613299
default,0.0,0.8,0.01,0.005,0.5,1.0,1.0,0.09016957626986591,0.06953319105262218,0.11696402950964215,0.08594034462112021,0.15713703413643473,0.11134093781764239,0.18903196050866256,-0.5154881807645775
default,0.0,0.8,10.0,1.0,1.0,0.5,0.5,0.08618871966280685,0.07951411345933297,0.13388632907663336,0.10942469987428177,0.20831273181096696,0.15062599838193275,0.24173382063929474,-0.6756201811794469
default,0.0,0.8,20.0,30.0,0.25,0.5,0.75,0.11135876995733365,0.13288843390986563,0.18683450022266426,0.31608908467940033,0.3233297198986754,0.2762772785541934,0.1742409686514223,-0.3709300582112605
default,0.0,0.8,40.0,50.0,0.0,0.0,0.4,0.15142583504052196,0.2086378604950247,0.22973464121706214,0.4562282660967848,0.4245782831413143,0.3814750415526854,0.13215307510372157,0.12852537424421692
default,0.0,0.8,40.0,50.0,0.25,0.0,1.0,0.12871412267646,0.16606699298053879,0.1890814031881768,0.3348450663156034,0.3928440498987747,0.35521009383422975,0.1308568766452624,0.007286494128842533
default,0.0,0.8,20.0,30.0,0.25,0.25,0.75,0.11449576862899481,0.13858861393784933,0.18119097794161854,0.3042079273629852,0.3527731025719837,0.3074357688544973,0.15152872563324887,-0.26684897489248216
default,0.0,0.8,1.0,1.0,0.5,0.0,1.0,0.08316433087824943,0.07236932421389357,0.1175055698360791,0.05572851694693954,0.3010490167491285,0.2580399635939201,0.19049374914891792,-0.5244753222719475
default,0.0,0.8,10.0,5.0,1.0,0.5,0.0,0.12655314821412594,-0.16917131172706387,0.1763654295668102,-0.30232243491125554,0.16991865497689282,0.08783465859717979,0.3690547128462741,-1.183217461448757
default,0.0,0.8,5.0,5.0,0.0,0.5,0.5,0.13762349267300694,0.19009393502670666,0.18969340568391926,0.35634272049842364,0.2482427362680407,0.17921123688053395,0.22681402967818065,-0.5874723200118306
default,0.0,0.8,5.0,10.0,0.0,0.5,0.5,0.12461108778875585,0.1563783560200661,0.19702253008869863,0.36294540615572696,0.2469255228551075,0.19126045969910963,0.22687618936899004,-0.5738118244055556
default,0.0,0.8,1.0,10.0,0.5,1.0,1.0,0.1000512534762933,0.07565273791196243,0.15499889745391146,0.21628129203109053,0.18150223687489375,0.11825018218305654,0.2658864137170783,-0.7701469275023479
default,0.0,0.8,20.0,30.0,1.0,1.0,1.0,0.09200752757103535,0.0903476712058638,0.17430600619439138,0.25659080077619617,0.27135025383226724,0.21482385305345722,0.23453224195033898,-0.6268049595596206
default,0.0,0.8,0.01,0.005,0.4,1.0,0.8,0.09865981898267369,0.07696366353919654,0.11871815293988758,0.08737293242949905,0.2014595034168839,0.1363913094196007,0.19768976551804618,-0.5352474703547943
default,0.0,0.8,5.0,1.0,0.5,0.0,1.0,0.08742316568166779,0.08014251015635572,0.12020434973338416,0.07908859940239285,0.3176443527055454,0.27253503698149734,0.18821448947859287,-0.5059067521809362
default,0.0,0.8,1.0,5.0,0.0,0.5,0.5,0.13710117451180368,0.16841404295670662,0.18127674561221827,0.334231450153452,0.18462883382766557,0.12378415091898512,0.24948033886354135,-0.6756089907386804
default,0.0,0.8,40.0,50.0,0.0,0.5,0.25,0.11660438972760963,0.13854337582284051,0.20747660970631202,0.36524903909350254,0.3412553559506668,0.29771981811207515,0.17440400640697976,-0.328495163777131
default,0.0,0.8,10.0,5.0,0.5,1.0,1.0,0.12411632669795537,0.16491583393478104,0.15793685235840535,0.25648873012323176,0.23242556780705598,0.1642858638714781,0.24005940288419117,-0.6565016650908262
default,0.0,0.8,10.0,1.0,0.5,1.0,1.0,0.1243539867909813,0.16434867102407216,0.1417745412162918,0.18242159688844914,0.20322785659319653,0.15071151995336937,0.23086857121475174,-0.6354859811493443
default,0.0,0.8,20.0,30.0,0.75,0.5,0.25,0.07702262585531512,0.03580704657977081,0.16478744808762866,0.18043834182490437,0.2705768520007164,0.22027623474091512,0.2657849442828393,-0.7542606159168042
default,0.0,0.8,5.0,5.0,0.5,0.0,1.0,0.0920340329555774,0.09281249339818216,0.13062727989076842,0.1307402932339659,0.33337639408312925,0.2978224547938687,0.17306729270947904,-0.4460668882604619
default,0.0,0.8,1.0,1.0,0.0,0.5,0.5,0.15912429430657443,0.22993191215862172,0.1587678296740104,0.28613978179978905,0.17453236341989398,0.11564509492890324,0.24381029956334424,-0.700017099565694
default,0.0,0.8,20.0,30.0,0.5,0.0,1.0,0.10665998634831479,0.1212854737877314,0.15753520186048325,0.2293668683472067,0.37029300793181574,0.3312206840980203,0.13603277039472364,-0.24302532404281615
default,0.0,0.8,40.0,50.0,0.5,1.0,0.5,0.08995686869101636,0.07752996280985694,0.18016119646015133,0.2565909973979054,0.28149368279032727,0.23124222295007094,0.2508497753168325,-0.6781626063870616
default,0.0,0.8,10.0,10.0,0.5,1.0,1.0,0.11496591999006363,0.14425034695027994,0.171880501539109,0.2883066741756384,0.24525464246268183,0.18167514789922767,0.23581838830852594,-0.630688751079542
default,0.0,0.8,1.0,5.0,0.5,0.0,1.0,0.08898935433425485,0.085175704228919,0.12371693763898739,0.10135535284241877,0.3415364125696578,0.2952912876286606,0.17661860883289177,-0.4718794701076453
default,0.0,0.8,10.0,1.0,1.0,0.5,0.0,0.11470326840646143,-0.16618709117243644,0.2672866280531706,-0.6131690019826218,0.14845772882516728,0.07453859809768733,0.36889175125177665,-1.1835257785489544
default,0.0,0.8,5.0,1.0,0.0,0.5,0.5,0.1699256064349098,0.25256074089100344,0.17060880764732733,0.32223722332069377,0.22483839774453288,0.15740124563024258,0.22821648882599302,-0.6204203394802524
default,0.0,0.8,0.01,0.005,0.0,1.0,0.8,0.13401856014785027,0.17868504869986587,0.13677292618578174,0.19581025937978047,0.15378216667594655,0.10951151405582892,0.19384247164436952,-0.5388898338637554
default,0.0,0.8,5.0,10.0,0.0,0.5,0.0,0.19822410752388586,-0.3143692926197683,0.226341578497066,-0.41162730669162706,0.13078458799483125,0.02995544494391273,0.3909538502640614,-1.2539578577883175
default,0.0,0.8,0.015,0.005,0.8,1.0,1.0,0.08853249139428894,0.05485054374120235,0.12452884559652817,0.08464715622936403,0.18234660929144392,0.13191855891207435,0.19685040308916119,-0.5462122431190767
default,0.0,0.8,40.0,50.0,0.5,0.0,0.75,0.120302448050822,0.14915907575154316,0.18581877429267368,0.3186792654978679,0.4016990423193662,0.3636273540216703,0.1283534507118334,-0.041858724609486996
default,0.0,0.8,20.0,30.0,0.25,0.75,0.25,0.08335599454977527,0.046551429504045706,0.1795616760711159,0.23648853875478024,0.24930391884907988,0.1896455085600386,0.2832130130433772,-0.7970651532390829
default,0.0,0.8,5.0,1.0,0.0,0.0,0.0,0.1748065337287711,0.2522247692527613,0.2721857905757647,0.5711769210771149,0.44657571004368074,0.4036907078223774,0.18593939666719198,0.33922440749781974
default,0.0,0.8,40.0,50.0,0.5,0.5,0.75,0.10278811019683465,0.11237308778925806,0.17946494735915533,0.2804540364525471,0.3282652155114575,0.2854418488579021,0.1852253235828185,-0.42669232235937754
default,0.0,0.8,10.0,10.0,0.0,0.5,0.5,0.1254114865307076,0.16367495755386532,0.19516410044317184,0.35678703095192926,0.2879827090610145,0.22605718255385587,0.21577883696859193,-0.5302556966533918
default,0.0,0.8,40.0,50.0,0.0,0.5,1.0,0.1261210908945252,0.16086697341669826,0.1984591287325955,0.36050297433292733,0.35948643405673497,0.31432700269042013,0.1430509208193371,-0.17009777077398347
default,0.0,0.8,1.0,1.0,0.5,1.0,0.5,0.10890881624704872,0.11237602332481098,0.13497416461604766,0.1254290104725134,0.15820109486464623,0.083170070432808,0.274470284866335,-0.8214800327674214
default,0.0,0.8,20.0,30.0,1.0,1.0,0.5,0.07760397537366578,0.0407872969158137,0.17103795778363645,0.20838825768913585,0.24093044271332686,0.17947533481916497,0.2792884765356968,-0.7960658269206508
default,0.0,0.8,5.0,10.0,0.5,0.0,0.0,0.07175841782093552,0.01951382095127295,0.1382455512940432,0.07043345887422173,0.34597696674449535,0.3079082369956687,0.2171680658715298,-0.6068046134434233
default,0.0,0.8,40.0,50.0,0.25,1.0,0.25,0.08814731273827071,0.06634294066446199,0.18358354962697443,0.25854160494151684,0.2785074910229435,0.21846358617513187,0.26828885941480746,-0.731848300645091
default,0.0,0.8,0.008,0.005,0.8,1.0,1.0,0.09225849735566014,0.05581349220718527,0.12284238837904725,0.06077053134281642,0.1745561979250099,0.12144228407093022,0.17985657600634564,-0.49687702569036557
default,0.0,0.8,40.0,50.0,0.25,0.0,0.5,0.13486062837293172,0.17709323294734702,0.20834387829492465,0.38697611283448496,0.39985116924261566,0.36907468930167464,0.1413022579473685,0.07963605962993905
default,0.0,0.8,10.0,5.0,0.5,1.0,0.0,0.16214124749819012,-0.2511990366293923,0.25614184088514974,-0.5823084869677629,0.13849470624319665,0.041756387466029075,0.39112463880938264,-1.2579209751150617
default,0.0,0.8,1.0,1.0,0.0,0.0,0.0,0.17474016393883718,0.2516479453649784,0.27229838256401473,0.5731902320427373,0.4552634139844276,0.41148538513303945,0.16419668708186574,0.266648585577562
default,0.0,0.8,1.0,10.0,0.5,1.0,0.0,0.32431544995025663,-0.5645358504553871,0.38984105478250203,-0.9966246684464539,0.10496412215391993,-0.019633844569572227,0.399590631661754,-1.2829247346090056
default,0.0,0.8,10.0,1.0,0.5,1.0,0.5,0.11238716082288226,0.1415503104105011,0.14227673384036932,0.19378950741520645,0.18326412307410203,0.12836770457266458,0.2675054875182001,-0.7752743207711218
default,0.0,0.8,0.0001,0.0005,0.8,1.0,1.0,0.08789021105420634,0.05382166396047619,0.11034172098164409,0.08051881175323827,0.1661108489028561,0.11710046657429811,0.20392575361822693,-0.5709147785089185
default,0.0,0.8,50.0,40.0,0.0,1.0,1.0,0.11818202635880147,0.14618290805342135,0.19228048443375134,0.33788767401192704,0.32196698671308016,0.26948860709407796,0.19572189549892244,-0.45543142667220693
default,0.0,0.8,0.01,0.005,0.4,1.0,0.9,0.09643113409462126,0.08249609415480837,0.11944677854504004,0.08876375240884005,0.16166654958950677,0.11301027085051912,0.183921816088639,-0.5098320305702724
default,0.0,0.8,5.0,1.0,0.5,1.0,0.5,0.11266391435946717,0.13918754546456474,0.13553577790850174,0.1588595278107157,0.1612587491712679,0.0985680480877726,0.2692430172518937,-0.783984017400052
default,0.0,0.8,5.0,5.0,1.0,0.0,0.0,0.06755915233877988,-0.036063720914109705,0.12752023519931135,-0.0869528502653105,0.32760270128121505,0.2933785749068282,0.22118317500896498,-0.6495602270187768
default,0.0,0.8,20.0,30.0,0.75,0.0,0.25,0.09356283120554229,0.08961496102953971,0.1597165977517212,0.20902775382562547,0.3691475264608473,0.3333292746578219,0.16141774349675198,-0.3505192282370102
default,0.0,0.8,5.0,5.0,0.5,1.0,0.5,0.10993272659625507,0.12802524510949456,0.17926526517750074,0.3005960340060477,0.19077425803083123,0.12216747538196807,0.279025017338454,-0.7945904343878958
default,0.0,0.8,5.0,1.0,1.0,0.0,0.0,0.07033560872522998,-0.06099275415446031,0.12975889172693056,-0.1446439147053786,0.3501427972956495,0.3131566898955415,0.17903641484757593,-0.4291251680727062
default,0.0,0.8,40.0,50.0,0.0,0.0,0.25,0.15720637428236614,0.21931556452328563,0.2427992581440889,0.4897058168022471,0.4160527422849824,0.38140205465654814,0.15756271956712453,0.24353752532622636
default,0.0,0.8,0.02,0.005,0.9,1.0,1.0,0.08841159717238578,0.04469331497356341,0.11579894561311069,0.07413004227946829,0.15790389524046555,0.10354906233878458,0.1963370235405124,-0.5335910341710467
default,0.0,0.8,10.0,5.0,0.5,1.0,0.5,0.11295002349434943,0.14096881890827417,0.17412012700800725,0.28940522990565043,0.20143640062759544,0.1345261257581222,0.2739725722850519,-0.7772360285019688
default,0.0,0.8,40.0,50.0,0.5,1.0,1.0,0.10113668462480228,0.108508446503899,0.18123694167580628,0.285194396875071,0.30418679936580933,0.2521191326880091,0.21766270825202486,-0.5568945162808726
default,0.0,0.8,10.0,1.0,0.5,1.0,0.0,0.14116770733731016,-0.2150058652078083,0.33455980569732463,-0.7941528516648395,0.12800057279515423,0.04473844125067384,0.3832154565388425,-1.2323615599607665
default,0.0,0.8,1.0,5.0,0.0,0.0,0.0,0.17464973003350084,0.2513336450462004,0.27403609340001045,0.5754890378962841,0.43559829845969256,0.4015561823801169,0.17212278959881597,0.2881966266319381
default,0.0,0.8,1.0,10.0,0.5,1.0,0.5,0.10379509818107302,0.0011345581652390591,0.18516952013582455,0.22717265247592408,0.1519773500223093,0.07979284021143258,0.2970498734095715,-0.8827009555790594
default,0.0,0.8,20.0,30.0,1.0,0.5,0.0,0.07782403075130548,-0.04749619622809796,0.1535968842460057,0.04416954667665106,0.23377774249797956,0.17358830190866506,0.3113409845671655,-0.9454873725658648
default,0.0,0.8,40.0,50.0,0.0,0.0,0.3,0.15408422214905637,0.21381821419675617,0.23523371875356383,0.4687717291486215,0.4110667504116795,0.3749486295305001,0.17403918290689793,0.23135515727474548
default,0.0,0.8,20.0,30.0,0.5,0.0,0.5,0.10776302096012723,0.12304501050840673,0.16893949839352343,0.25728531831680457,0.3790660573318428,0.3447296278719143,0.12498133120595029,-0.1535368414968558
default,0.0,0.8,1.0,5.0,0.5,1.0,0.5,0.10801497979892664,0.037012246708102894,0.16708675257514638,0.22474695087024987,0.1469957514066354,0.0704585219404677,0.3061779479677917,-0.932013143018492
default,0.0,0.8,1.0,1.0,1.0,0.0,0.0,0.07942606721832542,-0.1010982752378582,0.15460198447695683,-0.30062856033288043,0.32076627641611066,0.2857026335016699,0.21468483530664034,-0.6399023185041243
default,0.0,0.8,0.01,0.005,0.0,1.0,0.9,0.13085799984097568,0.17166714821277568,0.13600231989191006,0.1664697011798942,0.16806218746926876,0.11138574730278948,0.19958379335620843,-0.5683044697650959
default,0.0,0.8,5.0,10.0,0.0,0.5,1.0,0.13291838573604867,0.17813991829424217,0.17781261640845253,0.3217136523827896,0.2871915196451876,0.22639254093632663,0.19130003986617267,-0.46597474480163226
default,0.0,0.8,20.0,30.0,0.0,0.0,0.0,0.1735229066657254,0.2499293866937328,0.2726071778511088,0.5744457276156215,0.43645437282565125,0.3976334380596314,0.20164816385750534,0.3579406047226668
default,0.0,0.8,0.0005,0.0005,0.9,1.0,1.0,0.09495670666784047,0.05122672833470523,0.14120700315977372,0.06590258816771268,0.1974086883921195,0.13696111109790002,0.193084976598044,-0.5378306093686406
default,0.0,0.8,20.0,30.0,0.25,0.0,0.75,0.12076085686221869,0.14965359295697483,0.17381657314366714,0.2892184031789331,0.3898967214663905,0.35167363333708734,0.1287041189780638,-0.13688009933379375
default,0.0,0.8,5.0,5.0,0.0,0.0,0.0,0.17406728404492877,0.2513891015973073,0.27239671598207066,0.5715477364097301,0.4412363769229401,0.40435533986969063,0.1831408897041289,0.33715893180136697
default,0.0,0.8,5.0,10.0,0.5,0.0,0.5,0.08794233755116347,0.07912956665060582,0.1401365054974169,0.14643932101302892,0.3532559366809227,0.3178398835458372,0.15745101145425827,-0.3920436749808355
default,0.0,0.8,10.0,1.0,0.5,0.5,0.5,0.11091245820340842,0.13653499798105437,0.14222098424383992,0.17958546265153916,0.23187935637388155,0.17484142105457462,0.2362539181269706,-0.6522050481779219
default,0.0,0.8,1.0,10.0,0.5,0.5,0.0,0.30115512597636224,-0.5160987471787447,0.37685310195411365,-0.9557240039911021,0.10476663385279038,-0.01111879302620186,0.3961733502793706,-1.2727910048474143
default,0.0,0.8,1.0,5.0,0.5,1.0,1.0,0.11445878836384893,0.11749817938012831,0.14479878293607998,0.1923100538164173,0.16877963713035238,0.11350798324867876,0.2650919965351479,-0.7758494043782171
default,0.0,0.8,20.0,30.0,0.5,1.0,1.0,0.10198477448566735,0.11313267804566994,0.1822189701856896,0.29510687001471464,0.2688509960885791,0.21524925784195575,0.22941806594850686,-0.5936147834894656
default,0.0,0.8,20.0,30.0,0.75,1.0,0.75,0.09094298522112897,0.08426704943284721,0.17855061707260148,0.2635283269440765,0.25908752358191706,0.20498474813012635,0.24853818268774033,-0.6743548107346746
default,0.0,0.8,10.0,5.0,0.5,0.5,0.0,0.11046367128579934,-0.13622303645735576,0.16499783502293208,-0.22737305020169074,0.1646093591542581,0.07872740104328996,0.36808336555461785,-1.1786676049439047
default,0.0,0.8,40.0,50.0,0.0,0.25,0.25,0.13575547219445033,0.17847431762920635,0.22312712851271416,0.42595304989625266,0.378216328016127,0.33886101007528063,0.14017923301371712,-0.027810137509198363
default,0.0,0.8,1.0,1.0,0.5,0.5,0.0,0.25032897243326646,-0.42484998220030257,0.36456105192948757,-0.9114234145704246,0.10987921562347543,-0.006109376939343352,0.39600201980124927,-1.2725846742541742
default,0.0,0.8,40.0,50.0,0.5,0.0,0.5,0.1214029315407328,0.14948262440479057,0.19106406453896202,0.33198855402717276,0.40429818488412606,0.361449409802098,0.130779900436446,-0.06040626229089015
default,0.0,0.8,5.0,5.0,0.5,1.0,1.0,0.11839252266680571,0.1506298126714383,0.1581865418433778,0.2511143690317911,0.19698655031475396,0.14171276478681732,0.2435370893596946,-0.6760638163778997
default,0.0,0.8,40.0,50.0,0.0,0.0,0.0,0.17410282973378774,0.2513999665810407,0.27063717581781277,0.5687317017948471,0.4366459258737946,0.39563046508962596,0.21559131039955906,0.3845394179881041
default,0.0,0.8,40.0,50.0,0.0,0.0,0.8,0.13767471392192043,0.18310248072397206,0.2019703248555184,0.3764584798118066,0.4120128457009535,0.36612893363798144,0.13665894791787672,0.09397224470753941
default,0.0,0.8,50.0,30.0,0.0,1.0,1.0,0.1303383951760124,0.17183467377474054,0.20115868828576786,0.3716892955902278,0.32585142716391646,0.2749729860450536,0.18238038922639135,-0.37466372282153476
default,0.0,0.8,0.0001,0.0001,0.9,1.0,1.0,0.09375589456810025,0.049865164028600605,0.18607803291827146,0.0807810887067158,0.1956556131816639,0.13504126993996413,0.20463816524096012,-0.5290990349181505
default,0.0,0.8,5.0,1.0,0.5,0.5,0.0,0.14703285377930256,-0.22925686093648398,0.29495044590340674,-0.7043409132236707,0.13000171661103938,0.04228854810062041,0.38624431106272966,-1.2418507742307117
default,0.0,0.8,20.0,30.0,0.75,0.75,0.25,0.07448475936529138,0.011136569465584462,0.16501173048525875,0.16190272306724174,0.2437163159864645,0.18099838906857543,0.2927544984310597,-0.8536696644784002
default,0.0,0.8,40.0,50.0,0.25,0.0,0.75,0.12628225574216898,0.16083983523057657,0.19140279593533802,0.3399962474790182,0.38493542968910827,0.35001839542614444,0.13596675756669419,-0.010475030403218536
default,0.0,0.8,5.0,5.0,0.5,0.5,0.0,0.18600019220159106,-0.29764850997622755,0.24782964139912342,-0.537322556307796,0.13085481473749008,0.02765149371993335,0.39052133315325327,-1.2544559581638348
default,0.0,0.8,20.0,30.0,0.0,0.5,1.0,0.12555114343355284,0.16280151124669487,0.19300825326641752,0.34649781392051904,0.33721803203436085,0.28698695996116685,0.1693805437833925,-0.3066799951622536
default,0.0,0.8,0.005,0.001,0.5,1.0,1.0,0.08892705413818952,0.0613783653491332,0.12104733399367136,0.0655097722472763,0.17991143929152278,0.12864472881230907,0.194793412258789,-0.541064466051833
default,0.0,0.8,40.0,50.0,0.25,1.0,1.0,0.1063694204530071,0.11970605387881217,0.18472660170147398,0.30248865327157926,0.3143197159033157,0.2594432890749969,0.21228153781047251,-0.5249252050136024
default,0.0,0.8,5.0,1.0,0.5,1.0,1.0,0.12063551963055576,0.1569419817216941,0.1359078354177526,0.16993285465146513,0.1958573413207746,0.12810720748656743,0.23483240101801822,-0.6553882422398906
default,0.0,0.8,20.0,30.0,0.25,1.0,0.25,0.08538200726831821,0.04202274465573671,0.1906924261480413,0.2619302163395411,0.23273549662777887,0.16340231182699616,0.29646633498590413,-0.8393646810028262
default,0.0,0.8,5.0,10.0,0.0,1.0,1.0,0.14017856490981268,0.18984373739513116,0.19312419017972954,0.3676217710095658,0.21246482171237255,0.15416885928773097,0.22743946209031077,-0.5862171666802533
default,0.0,0.8,1.0,10.0,0.5,0.5,0.5,0.09615149496002237,0.03661571525450296,0.16783547413445093,0.2156317274338314,0.18088469550619604,0.1194363286219692,0.26878089602188615,-0.7710867047180938
default,0.0,0.8,1.0,5.0,0.5,0.5,0.0,0.2950132741909207,-0.5101683458246694,0.370554150871797,-0.9363358187827997,0.10303260024073173,-0.014655463789048884,0.39653454715466346,-1.2743512604516298
default,0.0,0.8,10.0,1.0,0.5,0.5,0.0,0.11330044778624955,-0.14781254581189873,0.2583113358912052,-0.5921024360106274,0.14670351722909492,0.05953347987497442,0.37147472493281936,-1.193616601203746
default,0.0,0.8,40.0,50.0,0.0,1.0,0.75,0.10764700325751686,0.12112914358761483,0.1929231911131535,0.323831973123198,0.30010654556874766,0.2507684074235043,0.22116758661978209,-0.5473677788475297
default,0.0,0.8,20.0,30.0,1.0,0.0,1.0,0.0962902126195662,0.09917359393100475,0.15075830405111065,0.19652341644104684,0.37773226493745843,0.33600596984493075,0.14302355815926085,-0.2920055353570766
default,0.0,0.8,1.0,1.0,0.5,1.0,1.0,0.11906328327887426,0.13667418502613618,0.1295469141612048,0.12070579388989541,0.1560773032750366,0.09772717913603235,0.24431691212312934,-0.7161113355929504
default,0.0,0.8,40.0,50.0,0.0,0.25,0.0,0.14811027870366872,0.20198965143750428,0.24964283417143673,0.4967796594973844,0.3921895841806968,0.3541834592504903,0.16181672112824552,0.11807812132142045
default,0.0,0.8,1.0,10.0,0.0,0.0,1.0,0.12183008225511907,0.15389489368317077,0.13987546668916323,0.20524248913021778,0.36622971501833307,0.3236160040496043,0.1363345623631348,-0.30338770333391396
default,0.0,0.8,0.01,0.005,0.2,1.0,0.8,0.10638805621445985,0.10928492368675934,0.12773414978236317,0.1023174808441172,0.18224926195302193,0.13736056885405967,0.19180796426375066,-0.5355262653355723
default,0.0,0.8,0.0005,0.0001,0.8,1.0,1.0,0.08920475880187793,0.050574660629532316,0.13426021637132676,0.004786223552959163,0.1980229137346854,0.1383155025571752,0.20712685833801966,-0.6028566352553782
default,0.0,0.8,0.001,0.001,0.5,1.0,1.0,0.08967678740756951,0.06828486207061818,0.11910740138558758,0.09741823442958107,0.19249686865093393,0.13999664250437222,0.19212355447447527,-0.525654435747975
default,0.0,0.8,10.0,5.0,0.5,0.5,0.5,0.10613790960461089,0.1259761989555455,0.15991390085181864,0.24243236897625428,0.257642431386834,0.1935464314606747,0.2330620534655133,-0.6316403038161398
default,0.0,0.8,5.0,5.0,0.0,0.5,0.0,0.18667705902967677,-0.2878235131099069,0.23312674258270188,-0.4584606026259918,0.13891594726153342,0.021028782903926915,0.39015351077536337,-1.2535593207221634
default,0.0,0.8,40.0,50.0,0.0,0.0,0.75,0.14069994864665053,0.18917935427134755,0.20657417630968325,0.39156773860290245,0.41166452949513066,0.3718645378190468,0.14466391177697716,0.1201727515695225
default,0.0,0.8,20.0,30.0,1.0,0.5,0.5,0.0809684271579149,0.057763699991010886,0.16219302865314997,0.19431529288054186,0.29331133874670107,0.24360875921240283,0.2381701704418718,-0.6569643009647977
default,0.0,0.8,5.0,1.0,0.0,1.0,1.0,0.1727232529643271,0.25685467053603606,0.16211811136368012,0.2945238184040772,0.2012675699683744,0.12506122592277094,0.2262193250551025,-0.6309162382150449
default,0.0,0.8,1.0,10.0,0.0,0.5,0.0,0.3311321489277158,-0.5809926496798625,0.3818266107908987,-0.9681389558066607,0.11245925900158886,-0.02176848512815527,0.4007767958090662,-1.287378460915639
default,0.0,0.8,1.0,5.0,0.0,0.5,0.0,0.32729107245227546,-0.5720684099463629,0.38919141708026406,-0.985857764713908,0.11067859838663587,-0.027157048725578396,0.39731178233482534,-1.2759209882890181
default,0.0,0.8,20.0,30.0,0.25,0.0,0.25,0.12342193654156666,0.15527429680479085,0.19584773741311032,0.3460854641055262,0.4000270328192077,0.3598416864899004,0.1358749814244925,-0.009575065958242757
default,0.0,0.8,40.0,40.0,0.0,1.0,1.0,0.12276429462079211,0.15583125552350002,0.20303073755323742,0.36979256109848735,0.31832546319528543,0.265953950851274,0.1870480970957594,-0.4015988404379765
default,0.0,0.8,20.0,30.0,0.0,0.0,0.5,0.13733468695531598,0.182681483802566,0.19965990516296167,0.3702330029240836,0.3968316978475518,0.3591277398158462,0.1358762238149329,0.10141132509076642
default,0.0,0.8,10.0,1.0,0.5,0.0,1.0,0.08882172627726302,0.08370435953473566,0.12210371422298483,0.08875109412371872,0.3162100417866641,0.27260573702463714,0.18590150003346645,-0.4917419576499044
default,0.0,0.8,40.0,50.0,0.0,0.0,0.6,0.14203568560625696,0.19140155482795007,0.21267680038662,0.40550788891420747,0.40615506025510983,0.3689498788201462,0.12154663310704948,0.05048138101838129
default,0.0,0.8,1.0,1.0,0.0,1.0,1.0,0.16094040689083777,0.2343958397964909,0.1497944541779743,0.2487904928733306,0.15111949430282387,0.09709537992141588,0.23532890841400803,-0.6812701128464754
default,0.0,0.8,10.0,5.0,0.0,0.5,0.0,0.09457671378396669,-0.06482899149396025,0.1490445662872923,-0.016966604437937714,0.17264261186633295,0.08453076383547485,0.3597067758032743,-1.1448177281161127
default,0.0,0.8,20.0,30.0,0.5,0.0,0.0,0.11364573668090747,0.13509308021686744,0.19820216542448868,0.3397953321526647,0.40307936973548053,0.3632635866764094,0.14432221472080453,-0.03673976334668595
default,0.0,0.8,1.0,10.0,0.0,0.5,0.5,0.12477481785086264,0.12889453575642115,0.18602393491074684,0.3247610047225491,0.1839176292144779,0.1231180470879997,0.2551572841130704,-0.7060136387009734
default,0.0,0.8,40.0,50.0,0.5,0.5,0.25,0.09719970355943579,0.09545148241721257,0.18278512568527958,0.279242201448301,0.3234269503311201,0.2776980084068949,0.20588030299583399,-0.4951934586056294
default,0.0,0.8,20.0,30.0,1.0,1.0,0.0,0.12419043233743032,-0.16386339339304207,0.17002789925352796,-0.14626606712463577,0.15984430102125213,0.08022388142236658,0.3640863777077392,-1.1604159335371202
default,0.0,0.8,40.0,50.0,0.5,0.5,1.0,0.10950773172770883,0.1274312560414925,0.17997511837071564,0.29470045270686085,0.34611960763810556,0.3005989536296044,0.16544226188969163,-0.3324133952131702
default,0.0,0.8,40.0,50.0,0.25,0.25,0.0,0.12988386071406086,0.16616927965624445,0.22781605052059756,0.4288217254607566,0.37504346918626136,0.3375324037756767,0.15356866238190123,-0.024418872477388727
default,0.0,0.8,1.0,5.0,0.0,1.0,1.0,0.14484256587446892,0.1854451199732868,0.1675936423081767,0.29355115054260916,0.1658585340990557,0.09468530913004791,0.2570753704638426,-0.7473477589755146
default,0.0,0.8,10.0,5.0,0.5,0.0,1.0,0.0967777845777962,0.10191007610022824,0.1317822691359606,0.14048188049111746,0.3475639611548303,0.30819396228613316,0.16836512531815592,-0.42616718860815944
